Compound_ID,Name,Other_name(Kegg_name),Formula,Molecular Weight,RT [min],Kegg_ID,KEGG_pathway,HMDB_ID,Lipidmaps_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),m/z
Com_727_pos,"2-Amino-1,3-octadecanediol",--,C18 H39 N O2,301.29856,6.514,--,--,--,--,--,--,--,--,--,--,302.30569
Com_754_pos,Isoquinoline,Isoquinoline; 2-Benzazine; Benzo[c]pyridine,C9 H7 N,129.05829,5.465,C06323,--,HMDB0034244,--,Organoheterocyclic compounds,Isoquinolines and derivatives,,--,--,--,130.0656
Com_785_pos,Pyridoxal,Pyridoxal,C8 H9 N O3,185.06678,1.348,C00250,map00750  Vitamin B6 metabolism;map01100  Metabolic pathways,HMDB0001545,--,Organoheterocyclic compounds,Pyridines and derivatives,Pyridine carboxaldehydes,--,--,--,186.07423
Com_788_pos,YKK,--,C21 H35 N5 O5,437.25766,5.43,--,--,--,--,--,--,--,--,--,--,438.26517
Com_792_pos,"2,3-Dinor-11¦Â-prostaglandin F2¦Á",--,C18 H30 O5,348.19186,6.237,--,--,--,--,--,--,--,--,--,--,349.19897
Com_819_pos,"pentane-1,2,3,4,5-pentol",--,C5 H12 O5,174.05051,1.323,--,--,--,--,--,--,--,--,--,--,175.0578
Com_840_pos,¦Á-Lapachone,--,C15 H14 O3,113.05825,4.911,--,--,--,--,--,--,--,--,--,--,265.07965
Com_859_pos,Radicinin,--,C12 H12 O5,236.07218,9.48,--,--,--,--,--,--,--,--,--,--,237.07945
Com_894_pos,Capryloylglycine,--,C10 H19 N O3,201.13679,4.941,--,--,HMDB0000832,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,202.14407
Com_898_pos,N-Tetradecanamide,--,C14 H29 N O,227.22528,8.67,--,--,--,--,--,--,--,--,--,--,228.23253
Com_900_pos,L-Alanyl-L-proline,--,C8 H14 N2 O3,186.10063,2.087,--,--,HMDB0028695,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,187.10785
Com_914_pos,Monoolein,--,C21 H40 O4,356.29328,9.984,--,--,HMDB0011567,--,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,--,--,--,357.30042
Com_932_pos,"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydro-1H-2-benzopyran-1-one",--,C16 H14 O4,287.11348,6.155,--,--,--,--,--,--,--,--,--,--,288.12076
Com_968_pos,2-Arachidonoyl glycerol,--,C23 H38 O4,378.27553,10.003,--,--,--,LMGL01010028,--,--,--,Glycerolipids [GL],Monoradylglycerols [GL01],Monoacylglycerols [GL0101],379.28284
Com_1008_pos,N-(5-acetamidopentyl)acetamide,--,C9 H18 N2 O2,208.12146,5.178,--,--,--,--,--,--,--,--,--,--,209.12878
Com_1032_pos,Hypoglycin A,Hypoglycin; Hypoglycin A; Hypoglycine A; L-Hypoglycin,C7 H11 N O2,141.07928,1.844,C08287,--,HMDB0029427,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,142.08653
Com_1061_pos,(-)-Erythromycin,--,C37 H67 N O13,755.44709,5.372,--,--,--,--,--,--,--,--,--,--,756.45349
Com_1067_pos,19-Nortestosterone,--,C18 H26 O2,274.19352,6.67,--,--,HMDB0002725,LMST02010044,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Sterols [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201],275.20081
Com_1068_pos,Palmitoleic Acid,(9Z)-Hexadecenoic acid; Palmitoleic acid; cis-9-Hexadecenoic acid; (9Z)-Hexadec-9-enoate,C16 H30 O2,276.20894,8.503,C08362,map00061  Fatty acid biosynthesis,HMDB0012328,LMFA01030056,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],277.21622
Com_1141_pos,Sedanolide,--,C12 H18 O2,176.12028,6.584,--,--,HMDB0034450,--,Organoheterocyclic compounds,Isobenzofurans,,--,--,--,177.12747
Com_1157_pos,"2,6-Di-tert-butyl-1,4-benzoquinone",--,C14 H20 O2,220.14642,6.252,--,--,HMDB0013817,--,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,--,--,--,221.15369
Com_1226_pos,1-(4-benzylpiperazino)-2-(pyridin-2-ylamino)propan-1-one,--,C19 H24 N4 O,324.19328,6.099,--,--,--,--,--,--,--,--,--,--,325.20102
Com_1301_pos,3-hydroxy-2-octylpentanedioic acid,--,C13 H24 O5,242.15183,6.412,--,--,--,--,--,--,--,--,--,--,243.15916
Com_1316_pos,(+)-ar-Turmerone,--,C15 H20 O,216.15172,6.837,--,--,HMDB0035612,--,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,--,--,--,217.15903
Com_1328_pos,Cytidine,Cytidine,C9 H13 N3 O5,486.17153,1.63,C00475,map00240  Pyrimidine metabolism;map01100  Metabolic pathways,HMDB0000089,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,,--,--,--,487.17868
Com_1354_pos,Trigonelline,N-Methylnicotinate; Trigonelline; Trigenelline; 1-Methylpyridinio-3-carboxylate; Betaine nicotinate; Caffearin; Gynesine,C7 H7 N O2,137.04791,1.392,C01004,map00760  Nicotinate and nicotinamide metabolism,HMDB0000875,--,Alkaloids and derivatives,,,--,--,--,138.05518
Com_1367_pos,"2,4-Dimethylbenzaldehyde",--,C9 H10 O,134.07351,6.386,--,--,HMDB0032142,--,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,--,--,--,135.08081
Com_1381_pos,Prostaglandin B2,Prostaglandin B2; PGB2,C20 H30 O4,334.21409,7.147,C05954,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0004236,LMFA03010018,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],357.20331
Com_1415_pos,Cortodoxone,11-Deoxycortisol; Cortodoxone,C21 H30 O4,346.21484,6.398,C05488,map01100  Metabolic pathways,HMDB0000015,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,--,--,--,347.22229
Com_1429_pos,Verrucarol,--,C15 H22 O4,266.15196,5.953,--,--,--,--,--,--,--,--,--,--,267.15878
Com_1474_pos,"Ergosta-5,7,9(11),22-Tetraen-3-beta-Ol",--,C28 H42 O,394.3242,10.075,--,--,--,--,--,--,--,--,--,--,395.3317
Com_1499_pos,Cuminaldehyde,4-Isopropylbenzaldehyde; p-Cumic aldehyde; Cuminaldehyde,C10 H12 O,148.08931,6.721,C06577,--,HMDB0002214,--,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,--,--,--,149.09659
Com_1537_pos,SLH,--,C15 H25 N5 O5,355.18208,5.694,--,--,--,--,--,--,--,--,--,--,356.18933
Com_1540_pos,"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",--,C18 H16 N4 S,320.10831,1.584,--,--,--,--,--,--,--,--,--,--,321.11554
Com_1570_pos,Lysope 16:0,--,C21 H44 N O7 P,453.28615,5.474,--,--,--,--,--,--,--,--,--,--,454.29343
Com_1576_pos,Tropolone,Tropolone,C7 H6 O2,122.03718,6.501,C15474,--,--,--,--,--,--,--,--,--,123.04465
Com_1590_pos,4-Phenyl-3-buten-2-one,--,C10 H10 O,146.0736,6.175,--,--,HMDB0141081,--,Benzenoids,Benzene and substituted derivatives,Styrenes,--,--,--,147.08083
Com_1599_pos,5-phenyl-3-(phenylmethylene)furan-2(3H)-one,--,C17 H12 O2,248.0841,6.1,--,--,--,--,--,--,--,--,--,--,249.09169
Com_1650_pos,N-Palmitoyl taurine,--,C18 H37 N O4 S,363.24092,5.353,--,--,HMDB0240594,LMFA08020080,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty Acyls [FA],Fatty amides [FA08],N-acyl amines [FA0802],364.24811
Com_1665_pos,Stanozolol,Stanozolol; Androstanazole,C21 H32 N2 O,328.24751,5.191,C07311,--,HMDB0003116,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,--,--,--,329.25488
Com_1670_pos,FMK,--,C20 H32 N4 O4 S,424.20848,5.798,--,--,--,--,--,--,--,--,--,--,425.21558
Com_1689_pos,5-OxoETE,"5-OxoETE; (6E,8Z,11Z,14Z)-5-Oxoicosa-6,8,11,14-tetraenoic acid; 5-Oxoeicosatetraenoic acid; 5-Oxoicosatetraenoic acid",C20 H30 O3,318.21742,7.601,C14732,map00590  Arachidonic acid metabolism,HMDB0010217,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,319.2243
Com_1732_pos,Paraxanthine,"1,7-Dimethylxanthine; Paraxanthine",C7 H8 N4 O2,180.06437,5.946,C13747,map00232  Caffeine metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0001860,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,181.07133
Com_1767_pos,2-acetamido-3-(4-methoxyphenyl)propanoic acid,--,C12 H15 N O4,255.11084,5.022,--,--,--,--,--,--,--,--,--,--,256.11743
Com_1804_pos,2-Methoxyestrone,2-Methoxyestrone,C19 H24 O3,300.17312,5.862,C05299,--,HMDB0000010,LMST02010033,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Sterols [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201],301.18063
Com_1814_pos,7-alpha-carboxy-17-alpha-carboxyethylandrostan lactone phenyl ester,--,C28 H38 O5,454.27291,6.591,--,--,--,--,--,--,--,--,--,--,455.28021
Com_1832_pos,D-Panthenol,"Pantothenol; (R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; Dexpanthenol; 2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide; (+)-Panthenol; Bepanthen; Bepanthene; Bepantol; D-(+)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutyramide; Cozyme; D(+)-Panthenol; D(+)-Pantothenyl alcohol; D-P-A Injection; D-Panthenol; d-Pantothenol; d-Pantothenyl alcohol; Ilopan; Motilyn; Panadon; Panthenol; Panthoderm; Pantol; Pantothenyl alcohol; N-Pantoyl-propanolamine; Provitamin B; Synapan; Thenalton; Zentinic",C9 H19 N O4,227.11647,5.541,C05944,map00770  Pantothenate and CoA biosynthesis,HMDB0004231,--,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,--,--,--,228.12387
Com_1841_pos,"8(R)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid",--,C20 H32 O3,320.23551,7.508,--,--,--,--,--,--,--,--,--,--,338.26935
Com_1842_pos,"1,7-Dimethyluric acid","1,7-Dimethyluric acid",C7 H8 N4 O3,196.06161,5.48,C16356,map00232  Caffeine metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0011103,--,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,--,--,--,197.06889
Com_1874_pos,11-Oxoetiocholanolone,--,C19 H28 O3,286.19134,7.404,--,--,HMDB0006031,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,--,--,--,287.19858
Com_1884_pos,PPK,--,C16 H28 N4 O4,170.10593,2.474,--,--,--,--,--,--,--,--,--,--,171.11322
Com_1903_pos,11¦Â-Prostaglandin F2¦Á,--,C20 H34 O5,376.22313,6.964,--,--,--,--,--,--,--,--,--,--,377.23062
Com_2067_pos,(+-)-11-hydroxy-delta9-THC-d2,--,C21 H27 [2]H3 O3,311.25453,8.776,--,--,--,--,--,--,--,--,--,--,312.26227
Com_2083_pos,4-oxododecanedioic acid,--,C12 H20 O5,266.11357,5.786,--,--,--,--,--,--,--,--,--,--,267.12051
Com_2142_pos,Prolylleucine,--,C11 H20 N2 O3,228.1475,1.99,--,--,--,--,--,--,--,--,--,--,229.15489
Com_2144_pos,"2,3-dihydroxypropyl 12-methyltridecanoate",--,C17 H34 O4,284.2355,7.737,--,--,--,--,--,--,--,--,--,--,285.24316
Com_2230_pos,Albendazole sulfone,Albendazole sulfone,C12 H15 N3 O4 S,297.08326,4.888,C16626,--,HMDB0060561,--,Organoheterocyclic compounds,Benzimidazoles,2-benzimidazolylcarbamic acid esters,--,--,--,298.09073
Com_2240_pos,Loxoprofen,--,C15 H18 O3,246.12203,5.139,--,--,HMDB0041920,--,Phenylpropanoids and polyketides,Phenylpropanoic acids,,--,--,--,247.12894
Com_2286_pos,"13,14-dihydro-15-keto-PGD2",--,C20 H32 O5,352.22513,6.44,--,--,HMDB0060042,LMFA03010022,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],375.21436
Com_2298_pos,"2,5-Furandicarboxylic acid",--,C6 H4 O5,156.00611,1.915,--,--,HMDB0004812,--,Organoheterocyclic compounds,Furans,Furoic acid and derivatives,--,--,--,157.01361
Com_2300_pos,DMK,--,C15 H28 N4 O6 S,196.08513,4.799,--,--,--,--,--,--,--,--,--,--,197.09267
Com_2340_pos,"5,5-dimethyl-3-morpholinocyclohex-2-en-1-one",--,C12 H19 N O2,209.14167,5.334,--,--,--,--,--,--,--,--,--,--,210.1488
Com_2373_pos,Cannabidiolic acid,Cannabidiolic acid; Cannabidiolate,C22 H30 O4,358.21225,6.903,C10784,--,--,LMPK13120003,--,--,--,Polyketides [PR],Aromatic polyketides [PK13],Other aromatic polyketides [PK1312],359.21951
Com_2407_pos,2'-Deoxycytidine,Deoxycytidine; 2'-Deoxycytidine,C9 H13 N3 O4,227.08995,1.824,C00881,map00240  Pyrimidine metabolism,HMDB0000014,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,--,--,--,228.09724
Com_2416_pos,4-(trifluoromethyl)nicotinic acid,--,C7 H4 F3 N O2,191.01689,1.366,--,--,--,--,--,--,--,--,--,--,192.02397
Com_2418_pos,"16-Heptadecyne-1,2,4-triol",--,C17 H32 O3,306.2186,8.11,--,--,--,--,--,--,--,--,--,--,307.22562
Com_2496_pos,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",--,C13 H15 N O,201.11563,6.201,--,--,--,--,--,--,--,--,--,--,202.12317
Com_2532_pos,6-Pentyl-2H-pyran-2-one,--,C10 H14 O2,166.0998,5.849,--,--,HMDB0031085,--,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,--,--,--,167.10698
Com_2572_pos,"5-(2,5-dihydroxyhexyl)oxolan-2-one",--,C10 H18 O4,184.11018,5.815,--,--,--,--,--,--,--,--,--,--,185.11761
Com_2579_pos,tert-butyl {[2-(4-methylphenyl)-2-oxoethyl]thio}methanedithioate,--,C14 H18 O S3,298.0513,5.622,--,--,--,--,--,--,--,--,--,--,299.05826
Com_2589_pos,Testosterone,Testosterone; 17beta-Hydroxy-4-androsten-3-one,C19 H28 O2,288.20719,7.502,C00535,map01100  Metabolic pathways,HMDB0002833,LMST02020002,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids,Sterols [ST],Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],289.21457
Com_2590_pos,Deoxycorticosterone,"11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC",C21 H30 O3,330.21996,6.587,C03205,map01100  Metabolic pathways,HMDB0000016,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,--,--,--,331.22714
Com_2603_pos,(5-methyl-3-isoxazolyl)[4-(5-propyl-2-pyrimidinyl)piperazino]methanone,--,C16 H21 N5 O2,315.16876,5.139,--,--,--,--,--,--,--,--,--,--,316.17603
Com_2631_pos,Fasciculic acid C,--,C38 H63 N O11,709.44161,5.561,--,--,HMDB0036440,LMST01010390,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Sterols [ST],Sterols [ST01],Cholesterol and derivatives [ST0101],710.4491
Com_2632_pos,LPE 17:1,--,C22 H44 N O7 P,465.28651,9.171,--,--,--,LMGP02050008,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],466.29382
Com_2633_pos,Ala-Leu,--,C9 H18 N2 O3,202.13228,4.619,--,--,HMDB0028691,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,203.13916
Com_2668_pos,16(R)-HETE,"16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid",C20 H32 O3,342.22008,8.181,C14778,map00590  Arachidonic acid metabolism,HMDB0004680,--,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,--,--,--,343.22702
Com_2683_pos,Methyltestosterone,Methyltestosterone,C20 H30 O2,302.2235,6.231,C07198,--,HMDB0015655,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,--,--,--,303.23203
Com_2708_pos,N-(tert-butyl)-N'-phenethylurea,--,C13 H20 N2 O,220.15756,6.849,--,--,--,--,--,--,--,--,--,--,221.16463
Com_2716_pos,Hydroxyprogesterone caproate,"Hydroxyprogesterone caproate; Primolut depot; 17alpha-Caproyloxypregn-4-ene-3,20-dione",C27 H40 O4,428.2934,8.579,C08148,--,HMDB0001830,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,--,--,--,429.30051
Com_2729_pos,(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid,--,C15 H24 O3,274.15503,7.466,--,--,--,--,--,--,--,--,--,--,275.16257
Com_2738_pos,"2-(tert-butyl)-6,7-dimethoxy-4H-3,1-benzoxazin-4-one",--,C14 H17 N O4,263.11639,5.067,--,--,--,--,--,--,--,--,--,--,264.12378
Com_2786_pos,Kanosamine,Kanosamine; D-Kanosamine; 3-Amino-3-deoxy-D-glucose,C6 H13 N O5,179.08115,4.673,C12212,--,--,--,--,--,--,--,--,--,180.08832
Com_2808_pos,NNK,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone; NNK,C14 H26 N6 O6,356.17741,5,C16453,--,HMDB0011603,--,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,--,--,--,357.18497
Com_2841_pos,N-Acetylputrescine,N-Acetylputrescine,C6 H14 N2 O,113.08425,1.516,C02714,map00330  Arginine and proline metabolism;map01100  Metabolic pathways,HMDB0002064,--,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,--,--,--,114.09147
Com_2859_pos,N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea,--,C23 H32 N4 O,380.25396,7.216,--,--,--,--,--,--,--,--,--,--,381.26126
Com_2873_pos,6-Hydroxynicotinic acid,6-Hydroxynicotinate; 6-Hydroxynicotinic acid,C6 H5 N O3,139.02725,2.27,C01020,map00760  Nicotinate and nicotinamide metabolism,HMDB0002658,--,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,--,--,--,140.03458
Com_2917_pos,"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",--,C10 H16 N2 O2,196.1218,5.293,--,--,--,--,--,--,--,--,--,--,197.12914
Com_2953_pos,1-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]ethan-1-one,--,C13 H16 O2,204.11502,5.963,--,--,--,--,--,--,--,--,--,--,205.12216
Com_2984_pos,"12,13-EODE",--,C18 H32 O3,296.2354,6.501,--,--,--,--,--,--,--,--,--,--,297.24234
Com_3008_pos,Ecgonine methyl ester,Ecgonine methyl ester; Methyl ecgonine,C10 H17 N O3,199.12097,2.21,C12448,"map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites",HMDB0062751,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,200.12837
Com_3053_pos,Maltotetraose,Maltotetraose,C24 H42 O21,688.20608,1.85,C02052,--,HMDB0001296,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,689.21332
Com_3056_pos,Linoleoyl ethanolamide,--,C20 H37 N O2,323.28277,9.152,--,--,HMDB0013624,--,Organic nitrogen compounds,Organonitrogen compounds,Amines,--,--,--,324.29013
Com_3065_pos,Psilocybin,Psilocybin; Psilocybine,C12 H17 N2 O4 P,284.08753,5.308,C07576,--,--,--,--,--,--,--,--,--,285.09497
Com_3091_pos,"2-(14,15-Epoxyeicosatrienoyl) glycerol",--,C23 H38 O5,376.26213,8.901,--,--,HMDB0013651,--,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,--,--,--,377.26904
Com_3167_pos,Prostaglandin A3,--,C20 H28 O4,332.19694,8.529,--,--,--,LMFA03010140,--,--,--,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],333.20441
Com_3207_pos,Androsterone,Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one,C19 H30 O2,272.21416,8.481,C00523,--,HMDB0000031,LMST02020001,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Sterols [ST],Steroids [ST02],C19 steroids (androgens) and derivatives [ST0202],273.22147
Com_3253_pos,Flurazepam-d10,--,C21 H13 [2]H10 Cl F N3 O,397.21032,5.491,--,--,--,--,--,--,--,--,--,--,398.21759
Com_3263_pos,"4-(2,3-dihydro-1,4-benzodioxin-6-yl)butanoic acid",--,C12 H14 O4,222.08955,6.286,--,--,--,--,--,--,--,--,--,--,223.09682
Com_3306_pos,TQH,--,C15 H24 N6 O6,384.17643,5.835,--,--,--,--,--,--,--,--,--,--,385.18375
Com_3314_pos,Papaverine,Papaverine,C20 H21 N O4,322.11881,6.194,C06533,map00950  Isoquinoline alkaloid biosynthesis;map01110  Biosynthesis of secondary metabolites,HMDB0015245,--,Organoheterocyclic compounds,Isoquinolines and derivatives,Benzylisoquinolines,--,--,--,323.12668
Com_3329_pos,11|?-Hydroxyandrosterone,"3alpha,11beta-Dihydroxy-5alpha-androstane-17-one; 11beta-Hydroxyandrosterone",C19 H30 O3,306.21985,7.215,C14606,--,--,--,--,--,--,--,--,--,307.22705
Com_3358_pos,"3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one",--,C8 H14 N2 O,154.11112,1.531,--,--,--,--,--,--,--,--,--,--,155.11839
Com_3390_pos,L-Fucose,6-Deoxy-L-galactose; L-Fucose,C6 H12 O5,164.0683,1.474,C01019,map00051  Fructose and mannose metabolism;map00520  Amino sugar and nucleotide sugar metabolism;map01100  Metabolic pathways,HMDB0000174,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,165.0759
Com_3397_pos,"p-Mentha-1,3,8-triene",--,C10 H14,134.10997,5.902,--,--,HMDB0037013,--,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,--,--,--,135.11726
Com_3422_pos,DLK,--,C16 H30 N4 O6,374.21646,4.993,--,--,--,--,--,--,--,--,--,--,375.22357
Com_3460_pos,Tetranor-12(S)-HETE,--,C16 H26 O3,288.17263,6.43,--,--,--,--,--,--,--,--,--,--,289.18036
Com_3487_pos,Carbendazim,Carbendazim; Mecarzole,C9 H9 N3 O2,191.06973,5.198,C10897,--,HMDB0031769,--,Organoheterocyclic compounds,Benzimidazoles,2-benzimidazolylcarbamic acid esters,--,--,--,192.0769
Com_3504_pos,cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,--,C21 H26 N4 O3,364.18705,6.264,--,--,--,--,--,--,--,--,--,--,365.19415
Com_3510_pos,Heptadecanoic Acid,--,C17 H34 O2,292.24077,7.353,--,--,HMDB0006497,LMFA01010017,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl thioesters,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],293.24747
Com_3585_pos,"7-methylpyrimido[4,5-d]pyrimidin-4-amine",--,C7 H7 N5,183.05098,1.349,--,--,--,--,--,--,--,--,--,--,184.05751
Com_3594_pos,alpha-Benzylsuccinic acid,--,C11 H12 O4,208.07373,5.629,--,--,HMDB0142179,--,Phenylpropanoids and polyketides,Phenylpropanoic acids,,--,--,--,209.08102
Com_3617_pos,Coenzyme Q2,--,C19 H26 O4,318.18106,6.337,--,--,HMDB0006709,--,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,--,--,--,319.18893
